Job Title,Company,Location,Time Of Work,Job Description
Metadata Management Lead,Charterhouse Middle East -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Operations/Management · Sales/Retail · Sales · Information Technology (IT) · Microsoft Office · Sales Skills · Management · Administration · Engineering
Principal Engineer - Information Management,Petrofac -,"Dubai, United Arab Emirates ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Telecommunication · Software Engineering · Software Development · Mechatronics
Frontend Angular,Obeikan Digital Solutions -,"Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · AJAX · Agile · Angular · Computer Science · Engineering · CSS · HTML · Information Technology (IT) · JavaScript
Inventory Analyst,Etihad Airways -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · Accounting/Finance · IT/Software Development · Analyst/Research · information technology (it) · analysis · computer science · business analysis · supply chain · finance · management
Network Security Engineer,Link Datacenter -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCIE · CCNP · computer · Computer Science · Engineering · Information Technology (IT) · network
CRM - Solutions Delivery Manager,Persistence Recruitment -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Sales/Retail · CRM · Sales · Sales Skills · Customer Service · Customer Support · Sales Target · Customer Care
Senior Full Stack Developer .Net + Angular,ICIS -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Science · Information Technology (IT) · Oracle · SQL · Asp.Net · MVC · HTML5
Senior Database Administrator,Smart Cards application -,"6th of October, Giza, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · RAC · RMAN · Linux · SQL · Computer Science · Information Technology (IT)
IT Manager,Nacita -,"6th of October, Giza, Egypt ",Full Time,Manager · 10 - 12 Yrs of Exp · IT/Software Development · Information Technology (IT) · Manager · IT Manager · Computer Science · Project Management · Computer Engineering · IT · Design · SAP
Organizational Development Specialist,Foreground Consultancy -,"Doha, Qatar ",Full Time,Not specified · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Microsoft Office
Help Desk Engineer.,Confidential -,"Obour City, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Troubleshooting · Microsoft Office · WAN · CompTIA A+ · Repair · Microsoft
IT Help Desk,Amer Vision Group -,"Sheraton, Cairo, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · computer · Computer Science · Engineering · Information technology · Information Technology (IT) · Technology
Full Stack Web Developer,IQRA Network -,"Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Full Stack · HTML · Information Technology (IT) · Java · JavaScript · jQuery
Quality Chemist,Confidential -,"10th of Ramadan City, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Quality Control · Science · Chemistry · Communication skills
Senior Transformation Consultant,Zurich International Life -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · Sales Skills · Real Estate · Sales Target · Information Technology (IT) · Customer Service · Computer Science
"Vendor Consultant, Spanish",Amazon MENA -,"Cairo, Egypt ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · engineering · information technology (it) · computer science · sales · project management · english · marketing
Power Apps and Power Automate Developer,UHRS -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Computer Science · Information Technology (IT) · SQL · BI · Business Intelligence · Power BI · SharePoint
Business Analyst - Multinational Company,Pillars -,"Cairo, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Analysis · business · Business Analysis · Information Technology (IT) · Data Analysis · English · Management
Customer Success Manager - Leader,Gulf Business Machines PND -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Customer Service/Support · Operations/Management · Sales/Retail · Customer Service · Customer Care · Customer Support · Management · Sales · Call Center · Sales Skills
Senior Network Security Engineer,Help AG -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Networking · CCNP · Cisco · Networks
Application Support Manager (Maximo/Kronos),Farah Experiences LLC -,"Dubai, United Arab Emirates ",Full Time,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · SQL · Technical Support · Application Support · Customer Support · Computer Engineering
IT Audit Supervisor,Foreground Consultancy -,"Doha, Qatar ",Full Time,Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Accounting · Auditing · Maintenance · Finance
C++ / Qt Developer,Fruitful Solutions -,"New Nozha, Cairo, Egypt ",Full Time,Entry Level · 0 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · QT · javaScript · C · HTML · SQL · XML · Design
Key Accounts Manager,Amazon MENA -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Customer Service · Sales Target · Customer Support · Customer Care · Account Management
Senior Engineer – Biomedical,Sidra Medicine -,"Doha, Qatar ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Mechanical Engineering
Senior ARC GIS Developer,qTech.  -,"Mansoura, Dakahlia, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Web Development · GIS · Software Development · System Analysis · Web Design · Software Engineering · Computer Science
Software Developer I (UI/UX) - Web GIS (Raster & Imagery),Esri -,"Sharjah, United Arab Emirates ",Full Time,Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Computer Science · Software Engineering · C# · SQL · .NET
Associate Project Controls Specialist II,Fluor Corporation -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · information technology (it) · engineering · computer science · microsoft office · management · computer skills · software
Operations Lead - IoT Service and Call Center,Parker Connect -,"Dubai, United Arab Emirates ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Operations/Management · Operations · Customer Care · Customer Service · Management · Customer Support · Microsoft Excel · Microsoft Office
Senior Sales - Nutanix Unified Storage (NUS) - Emerging Markets,Nutanix -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Customer Service/Support · Sales/Retail · Engineering - Mechanical/Electrical · Sales · Sales Skills · Sales Target · Customer Service · Customer Support · Real Estate · Customer Care
Information Technology Project Manager,Confidential -,"Riyadh, Saudi Arabia ",Full Time,Manager · 4 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Information Technology (IT) · Computer Science · Data · DNS · Cisco · Project Management · Management · Engineering
Student Information System (SIS) Specialist,Zewail City -,"6th of October, Giza, Egypt ",Full Time,Experienced · 4 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · HTML · CSS · SQL · Software · Information Technology (IT) · Information Systems · Computer Science · Computer Engineering
Intern for TMC&F,Merck Sharp & Dohme Corp -,"Dubai, United Arab Emirates ",Full Time,Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · accounting · finance · pharmaceutical · editing · healthcare
IMS Technician(Onshore/ Offshore),Applus+ -,"Doha, Qatar ",Full Time,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · business administration · computer science · finance · help desk
Devops Engineer,eVision -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · DevOps · Information Technology (IT) · Oracle · Engineering · Computer Science · Agile
Laravel Developer,Kyan Labs -,"Maadi, Cairo, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · API · PHP · Information Technology (IT) · Software Engineering · HTML · CSS · JavaScript
Senior Full Stack Developer,EGID company -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Angular · Full Stack · Software Development · SQL · Web Development · Agile
Senior Aris Developer,Giza Arabia Systems -,"Cairo, Egypt ",Full Time,Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · Software Engineering · CSS · HTML
Logistics Manager | Middle East Africa & Asia Pacific Utd.Arab Emir. Dubai,Doka USA LTD -,"Dubai, United Arab Emirates ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Sales/Retail · Sales · Sales Skills · Information Technology (IT) · Indoor Sales · Outdoor Sales · Computer Science · Customer Care
